sessionId,participant_id,agent_class,target,createdAt,totalHits,totalTrials,hitRate,blocksCompleted,blocksPlanned,sessionComplete,demographics
iZTOC6YbvrxJCFy4v3dV,s73u1fArucbKvHlNYunn9evnWN22,human,,2026-01-11T20:41:58.870000+00:00,2257.0,4500.0,0.5015555555555555,30.0,30.0,True,"{'age': 35, 'clarityNow': 8, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}"
j4IyYW2jK62W3fkPGnSb,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-10-24T23:14:09.276000+00:00,2280.0,4500.0,0.5066666666666667,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
jAnZhj5HLIEAubDdRAae,sodvLVssCoe8Go2t0iiHdBcv57q2,human,,2025-12-09T23:37:57.286000+00:00,2269.0,4500.0,0.5042222222222222,30.0,30.0,True,"{'age': 24, 'clarityNow': 6, 'screenTime': 4, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}"
jBNpco4TEosWphPN1VmP,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-10-26T23:43:09.170000+00:00,2229.0,4500.0,0.49533333333333335,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
jP3ii6MdO3RgHvYTUWrY,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T19:52:04.689000+00:00,2260.0,4500.0,0.5022222222222222,30.0,30.0,True,
jamqXFLxMCQRHC7zn9Rt,GkDR0s3OA6eW6Maa6bFVoy37y6b2,human,,2026-01-02T21:39:19.746000+00:00,2259.0,4500.0,0.502,30.0,30.0,True,"{'age': 46, 'clarityNow': 10, 'screenTime': 3, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Yes'}"
jn3jUnaK4fofCW4AzC4l,fLFB7LWNHARShaZNTi5VAtSbQkv2,human,,2025-12-15T13:58:11.476000+00:00,2192.0,4500.0,0.4871111111111111,30.0,30.0,True,"{'age': 26, 'clarityNow': 7, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'diagnosis': 'No', 'autism': 'No', 'meditation': 'Occasionally', 'scrolling': 'Frequently', 'gender': 'Female'}"
jut3U98jokUXovITCYnq,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-12-23T22:42:15.176000+00:00,2319.0,4500.0,0.5153333333333333,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
jzZJck0L23NXllTliOxm,FH9c5zEf54RFbYBQM80ijovCOIh1,human,,2025-11-25T02:36:02.577000+00:00,,,,,,,"{'age': 68, 'clarityNow': 7, 'screenTime': 8, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}"
kPRRY28yXFypo2QUeld2,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-10-26T23:33:24.772000+00:00,2336.0,4500.0,0.5191111111111111,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
koSatjrHB3lEJv769ToP,a0xrSPv0u4PSW6q88X2qQmR8Fcu2,ai_agent,,2025-11-19T18:41:40.862000+00:00,2233.0,4500.0,0.49622222222222223,30.0,30.0,True,
lMQU0jAfwuMiyrCTcgpg,aj2PSAxOmadGQylCj6000WszNWv2,human,,2025-12-23T04:59:56.658000+00:00,2275.0,4500.0,0.5055555555555555,30.0,30.0,True,"{'age': 34, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}"
lPlt8gANwq2uJ8ryBvCb,bM8CGslyOyYJ7v0kfuNNEkVLJNl2,human,,2025-12-28T11:34:34.197000+00:00,2234.0,4500.0,0.49644444444444447,30.0,30.0,True,"{'age': 27, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
m0dUCek5VwWegTwqdNik,mlOBXQuPeSR1ftTfDxeVTriF3DG2,human,,2025-12-23T05:24:13.560000+00:00,2074.0,4050.0,0.5120987654320988,27.0,30.0,False,"{'age': 21, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'diagnosis': 'Yes', 'autism': 'No', 'meditation': 'Yes, a few times per week', 'scrolling': 'Frequently', 'gender': 'Female'}"
m7f9as7lsWiPcm4HZOY8,JJTT4vvBIFOW5OyAKrke4hny9q43,human,,2025-12-29T15:15:21.752000+00:00,2259.0,4500.0,0.502,30.0,30.0,True,"{'age': 24, 'clarityNow': 4, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
mEth5ecOawcJbGWXxBEc,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T19:55:58.210000+00:00,2255.0,4500.0,0.5011111111111111,30.0,30.0,True,
mTP0KkitwlYXGO3OepNe,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-10-22T00:06:57.019000+00:00,2289.0,4500.0,0.5086666666666667,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
mbyz3BkzVkRmjWFc1exH,CP73O6wbUqQxYsGr9gClO1EtVpX2,human,,2025-12-28T15:45:52.351000+00:00,2250.0,4500.0,0.5,30.0,30.0,True,"{'age': 25, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'diagnosis': 'Not sure / Self-diagnosed', 'autism': 'Yes', 'meditation': 'Yes, a few times per week', 'scrolling': 'Frequently', 'gender': 'Female'}"
mceBwdjnf3QVwEwEXfi1,UVqDMkYRw3XHMNvCYVuJjueYXRm1,human,,2026-01-21T20:17:22.671000+00:00,2291.0,4500.0,0.5091111111111111,30.0,30.0,True,"{'age': 27, 'clarityNow': 3, 'screenTime': 8, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Yes'}"
miZrFAC2VOm32l0p3Nvp,2SSbYX237jR9aOfq1lvxvxeR8LF2,ai_agent,,2026-01-22T03:46:31.184000+00:00,2321.0,4500.0,0.5157777777777778,30.0,30.0,True,
mjj2fJzlZdujIwjEgCdR,8UWfHqpXDegsa1wjs6FZ5OBUl7L2,human,,2025-12-20T12:58:43.769000+00:00,2218.0,4500.0,0.4928888888888889,30.0,30.0,True,"{'age': 29, 'clarityNow': 6, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}"
mqBgFZNt4RhcILi5W42v,Q4M8UuK2A1fKC4nLJUDsQ9qqykz1,human,,2025-12-11T02:08:21.040000+00:00,2273.0,4500.0,0.5051111111111111,30.0,30.0,True,"{'age': 20, 'clarityNow': 10, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}"
mqDXYEMa2V3XcCSb1qF6,LJn18WLLY5b9UkAOSPFHZBSQsZ83,ai_agent,,2025-10-23T23:36:23.854000+00:00,2256.0,4500.0,0.5013333333333333,30.0,30.0,True,
nALVphYU8WTmPzBMZq8j,sRQ5lv918MO71CWvTFem9UrnyIV2,human,,2025-12-14T09:39:09.562000+00:00,2299.0,4500.0,0.5108888888888888,30.0,30.0,True,"{'age': 39, 'clarityNow': 10, 'screenTime': 8, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
nV8YyXVDYFbduHphujC4,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-10-22T00:00:21.568000+00:00,2254.0,4500.0,0.5008888888888889,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
nhPxUsT5t76MBZmUE4gl,xmHRKIZuWweHe58UK3nT68ZM1Oj2,human,,2025-12-23T16:09:53.280000+00:00,2236.0,4500.0,0.4968888888888889,30.0,30.0,True,"{'age': 20, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
niKyE3d6x9p5egWIVfu6,I8Fesxc9gYMypdf9O0TRZULuBBQ2,ai_agent,,2026-01-23T01:53:06.132000+00:00,2168.0,4500.0,0.4817777777777778,30.0,30.0,True,
nn60MBG8cqHkOMdyD5OQ,mr70epVjC5OAEHxiGuht2h2T6qH2,ai_agent,,2026-01-26T16:27:50.292000+00:00,2305.0,4500.0,0.5122222222222222,30.0,30.0,True,
nt3K5fg6KJAw7kfPuA8g,I8Fesxc9gYMypdf9O0TRZULuBBQ2,ai_agent,,2026-01-23T01:40:25.471000+00:00,2287.0,4500.0,0.5082222222222222,30.0,30.0,True,
nxSLdyahZf6000SyLMpl,ctudEjSvxOSDr8pVN8fDU1YvfNg1,baseline,,2026-01-16T06:12:39.303000+00:00,2292.0,4500.0,0.5093333333333333,30.0,30.0,True,
o7En9txeuyRhBcku67BN,sRQ5lv918MO71CWvTFem9UrnyIV2,human,,2025-12-14T09:49:56.324000+00:00,2274.0,4500.0,0.5053333333333333,30.0,30.0,True,"{'age': 39, 'clarityNow': 10, 'screenTime': 8, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
oXQoLWCcIhc0hIv3DQGz,mr70epVjC5OAEHxiGuht2h2T6qH2,ai_agent,,2026-01-26T16:49:06.613000+00:00,2207.0,4500.0,0.49044444444444446,30.0,30.0,True,
oiDEvmczNWhXwFo0T7RD,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T19:49:28.337000+00:00,2237.0,4500.0,0.4971111111111111,30.0,30.0,True,
pFgNbv8tBNTU9aOTdpqM,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-12-20T20:42:55.015000+00:00,2258.0,4500.0,0.5017777777777778,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
pOmuflxDnyYn70Wl9Z5z,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-10-24T23:07:39.430000+00:00,2186.0,4500.0,0.48577777777777775,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
pk1eA7XnMTJjCnHaVJ2X,AyLVv9vZWwPs0lod8EARGwjvAkT2,human,,2025-12-08T23:45:36.309000+00:00,2230.0,4500.0,0.4955555555555556,30.0,30.0,True,"{'age': 21, 'clarityNow': 8, 'screenTime': 7, 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}"
pr3WEEqOTRZck81zH07X,49YaXj0ubINMMhIBWm7HoP2Aw9L2,human,,2025-12-10T13:43:42.837000+00:00,2219.0,4500.0,0.4931111111111111,30.0,30.0,True,"{'age': 30, 'clarityNow': 7, 'screenTime': 4, 'flow': 'Often', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Prefer not to say', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
prRNlPF6cfYAmo2dmcaB,y612YV0ACNSi8gs6TnC3QIueQi23,human,,2025-10-24T23:29:17.132000+00:00,2228.0,4500.0,0.4951111111111111,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
psaRrYr1QOAUqhUVeDpD,RGsyXh5mJSU66WiEQJ0IMCeYkXy2,ai_agent,,2026-01-28T15:34:05.188000+00:00,2278.0,4500.0,0.5062222222222222,30.0,30.0,True,
qbPHg1S6g4pAupTRVO29,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-12-13T03:15:55.070000+00:00,2225.0,4500.0,0.49444444444444446,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
qjblMsXe60MU3ZlZXY1z,mZDjuHWZBEQlJQzrO2IsPWoKmlw2,human,,2025-12-26T20:00:27.852000+00:00,2274.0,4500.0,0.5053333333333333,30.0,30.0,True,"{'age': 22, 'clarityNow': 10, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}"
qoOMbmxpzyezDd3EHLZ5,GMpu5WVN9hWiZK5NcbT89wMCWzF2,human,,2025-12-27T04:29:18.217000+00:00,2247.0,4500.0,0.49933333333333335,30.0,30.0,True,"{'age': 35, 'clarityNow': 7, 'screenTime': 6, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'Yes'}"
r8e1xHq6rGz3gqpEQzuc,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-10-17T22:53:10.844000+00:00,2267.0,4500.0,0.5037777777777778,30.0,30.0,False,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
rmqQaB7PyZtWnP7zSgDM,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T15:38:00.636000+00:00,2244.0,4500.0,0.49866666666666665,30.0,30.0,True,
s0XLzbY0tLvYtQwZWXbK,vhAuWHlLmSb0iY4B4weSuSprUey2,human,,2025-12-16T18:13:49.257000+00:00,2264.0,4500.0,0.5031111111111111,30.0,30.0,True,"{'age': 34, 'clarityNow': 8, 'screenTime': 4, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}"
s5u42p8dK8lSrEw4nIEP,wpb2rvaHhEXkdUratYdjRpreew13,ai_agent,,2026-01-23T18:36:17.646000+00:00,2250.0,4500.0,0.5,30.0,30.0,True,
sBr2IVkzgpa7F2pdo72Y,fGL6CwNuW6c7KpB0UTqubsnNHaA2,human,,2025-12-17T01:01:07.392000+00:00,2282.0,4500.0,0.5071111111111111,30.0,30.0,True,"{'age': 18, 'clarityNow': 10, 'screenTime': 8, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}"
sgflQeh2Yv6kAEyaaOYK,a0xrSPv0u4PSW6q88X2qQmR8Fcu2,ai_agent,,2025-11-19T18:44:15.299000+00:00,2215.0,4500.0,0.4922222222222222,30.0,30.0,True,
skqfG4HcBhc6DwBmNH9F,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T15:54:34.657000+00:00,2240.0,4500.0,0.49777777777777776,30.0,30.0,True,
srfODD162OZL8S6V7N7x,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-10-27T23:53:21.967000+00:00,2200.0,4500.0,0.4888888888888889,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
t9DGzVdqrNQnmqHsjIt4,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T19:58:34.095000+00:00,2266.0,4500.0,0.5035555555555555,30.0,30.0,True,
t9HQPxLhhjQUYaqmOozR,jw3wKoijCch0LusF5tED3f6Tgih2,human,,2025-12-16T04:47:51.802000+00:00,2197.0,4500.0,0.4882222222222222,30.0,30.0,True,"{'age': 41, 'clarityNow': 6, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}"
tHuYH5S6R6fzdfmyCKV4,ZMO2YYSTZ9f4hPZqQffebxAmnyp1,ai_agent,,2026-01-27T01:40:59.485000+00:00,2224.0,4500.0,0.49422222222222223,30.0,30.0,True,
tJ2Dwy9bxNUHJtrMJt9G,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-12-13T03:08:24.238000+00:00,2202.0,4500.0,0.48933333333333334,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
tPrfVDiVg65sI2Fsb4YP,OQ8WG5aCeUdyF59QZmWRUkmeczs1,ai_agent,,2026-01-24T01:20:34.281000+00:00,2293.0,4500.0,0.5095555555555555,30.0,30.0,True,
tU1D4oVgtEIuJuMsn4CL,wvToPbdcnOhWXWmVQHA2pBinMb43,baseline,,2026-01-29T19:39:03.278000+00:00,2228.0,4500.0,0.4951111111111111,30.0,30.0,True,
tVX9RLpRpbUqJp9FkkaB,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-12-23T22:48:41.776000+00:00,2201.0,4500.0,0.4891111111111111,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
tW3LvDJNW9QmmvhgfltM,KI1RQQzi5NZDN5b1OIQYW3q4FL43,ai_agent,,2026-01-26T18:22:57.876000+00:00,2252.0,4500.0,0.5004444444444445,30.0,30.0,True,
u1fymM82ZOOslNnhqLMl,yDBP7OPuGzbXsj38NfjH8rXERQX2,human,,2025-12-18T14:27:23.106000+00:00,2244.0,4500.0,0.49866666666666665,30.0,30.0,True,"{'age': 21, 'clarityNow': 10, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}"
ugdNnXK5l0xSzyPPPOn6,AQgiamiFmgNOlLgvIGtjE0LVITa2,human,,2025-12-15T23:56:53.430000+00:00,2252.0,4500.0,0.5004444444444445,30.0,30.0,True,"{'age': 32, 'clarityNow': 7, 'screenTime': 4, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
umtuKHoGd7SgYMCFY3Nt,2SSbYX237jR9aOfq1lvxvxeR8LF2,ai_agent,,2026-01-22T03:39:10.644000+00:00,2232.0,4500.0,0.496,30.0,30.0,True,
utXsUdTpgBleoR7jLmj5,y612YV0ACNSi8gs6TnC3QIueQi23,baseline,,2025-10-22T00:03:02.095000+00:00,2262.0,4500.0,0.5026666666666667,30.0,30.0,True,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}"
v0PxZsyy5Skxm0BrbXRb,msqMAbwikTh6v0ZEDg4m2MNwmpA3,human,,2025-12-19T09:42:53.767000+00:00,2220.0,4500.0,0.49333333333333335,30.0,30.0,True,"{'age': 49, 'clarityNow': 6, 'screenTime': 2, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': 'Rarely or never', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}"
v40cCk0TeUWoBORRkoCB,KI1RQQzi5NZDN5b1OIQYW3q4FL43,ai_agent,,2026-01-26T18:36:14.581000+00:00,2198.0,4500.0,0.48844444444444446,30.0,30.0,True,
vIKIOtcamep4hrF3qtDI,VK4JwxlXyCNtJ2xvABiKqWuSqxB2,human,,2025-12-10T17:16:26.842000+00:00,2204.0,4500.0,0.48977777777777776,30.0,30.0,True,"{'psiBelief': 2, 'clarityNow': 8, 'screenTime': 2, 'age': 29, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}"
vIm36EvtwP3LNXdAra0b,vsoK1aC4lyMHlySmRGVLREUYc8k2,ai_agent,,2025-12-24T01:59:37.392000+00:00,2235.0,4500.0,0.49666666666666665,30.0,30.0,True,
vTiW3mzb0P4cF1oKN5xw,nCAXtvqQqwdP1jBnquTNbtm0Dcv2,human,,2025-11-20T23:20:37.971000+00:00,,,,,,,"{'age': 18, 'clarityNow': 5, 'screenTime': 6, 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}"
vZVnFWCcN0yj3ZpkdmCh,ctudEjSvxOSDr8pVN8fDU1YvfNg1,baseline,,2026-01-16T06:18:03.477000+00:00,2273.0,4500.0,0.5051111111111111,30.0,30.0,True,
vb2MIKYKtVU0U6F5feb0,jw3wKoijCch0LusF5tED3f6Tgih2,human,,2025-12-16T04:23:23.386000+00:00,2314.0,4500.0,0.5142222222222222,30.0,30.0,True,"{'age': 41, 'clarityNow': 6, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}"
vdJ4zeHPsHM6HoLbS9Q6,KI1RQQzi5NZDN5b1OIQYW3q4FL43,ai_agent,,2026-01-26T18:17:28.429000+00:00,2230.0,4500.0,0.4955555555555556,30.0,30.0,True,
vmLCFZu0EatiStQ2hrsz,clUg3nebBwU6r1f7odbEFsZs0U23,ai_agent,,2025-10-20T22:42:47.214000+00:00,2285.0,4500.0,0.5077777777777778,30.0,30.0,True,
wE8pu8cGZpkPfzkrpvTO,ub0CmVvXqlNS1HfCP7GEFAMRPcw2,ai_agent,,2025-10-25T23:43:15.197000+00:00,2217.0,4500.0,0.49266666666666664,30.0,30.0,True,
wI7jJOuoJUELrkohTEKq,ctudEjSvxOSDr8pVN8fDU1YvfNg1,baseline,,2026-01-16T06:01:58.900000+00:00,2248.0,4500.0,0.49955555555555553,30.0,30.0,True,
